OTU,Class,Family,Genus,Kingdom,Order,Phylum,Species,Abundance,empty
28,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,Bifidobacteriales,Actinobacteria,unknown,1072.0,
29,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,Bifidobacteriales,Actinobacteria,unknown,1040.0,
30,Clostridia,Clostridiaceae 1,Clostridium sensu stricto 1,Bacteria,Clostridiales,Firmicutes,unknown,1037.0,
31,Bacteroidia,Prevotellaceae,Prevotella 9,Bacteria,Bacteroidales,Bacteroidetes,unknown,998.0,
32,Negativicutes,Acidaminococcaceae,Phascolarctobacterium,Bacteria,Selenomonadales,Firmicutes,Ruminococcus sp. N15.MGS-57,987.0,
33,Clostridia,Lachnospiraceae,Fusicatenibacter,Bacteria,Clostridiales,Firmicutes,unknown,883.0,
34,Methanobacteria,Methanobacteriaceae,Methanobrevibacter,Archaea,Methanobacteriales,Euryarchaeota,unknown,808.0,
35,Erysipelotrichia,Erysipelotrichaceae,Erysipelotrichaceae UCG-003,Bacteria,Erysipelotrichales,Firmicutes,unknown,773.0,
36,Bacteroidia,Prevotellaceae,Prevotella 9,Bacteria,Bacteroidales,Bacteroidetes,unknown,768.0,
37,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,759.0,
38,Mollicutes,unknown,unknown,Bacteria,Mollicutes RF39,Tenericutes,unknown,757.0,
39,Bacteroidia,Barnesiellaceae,Barnesiella,Bacteria,Bacteroidales,Bacteroidetes,unknown,751.0,
40,Bacilli,Planococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,712.0,
41,Negativicutes,Acidaminococcaceae,Phascolarctobacterium,Bacteria,Selenomonadales,Firmicutes,Ruminococcus sp. N15.MGS-57,706.0,
42,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,uncultured organism,694.0,
43,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,Alistipes finegoldii,685.0,
44,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,653.0,
45,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,646.0,
46,Bacilli,Planococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,629.0,
47,Clostridia,Ruminococcaceae,Ruminiclostridium 6,Bacteria,Clostridiales,Firmicutes,unknown,621.0,
48,Clostridia,Peptostreptococcaceae,Intestinibacter,Bacteria,Clostridiales,Firmicutes,unknown,614.0,
49,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,582.0,
50,Verrucomicrobiae,Akkermansiaceae,Akkermansia,Bacteria,Verrucomicrobiales,Verrucomicrobia,gut metagenome,575.0,
51,Clostridia,Lachnospiraceae,Anaerostipes,Bacteria,Clostridiales,Firmicutes,unknown,569.0,
52,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,Alistipes sp. N15.MGS-157,564.0,
53,Alphaproteobacteria,uncultured,gut metagenome,Bacteria,Rhodospirillales,Proteobacteria,gut metagenome,563.0,
54,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,uncultured bacterium adhufec108,559.0,
55,Bacteroidia,Barnesiellaceae,Barnesiella,Bacteria,Bacteroidales,Bacteroidetes,unknown,536.0,
56,Clostridia,Ruminococcaceae,Faecalibacterium,Bacteria,Clostridiales,Firmicutes,unknown,526.0,
57,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,505.0,
58,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,485.0,
59,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,475.0,
60,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,474.0,
61,Verrucomicrobiae,Akkermansiaceae,Akkermansia,Bacteria,Verrucomicrobiales,Verrucomicrobia,unknown,454.0,
62,Gammaproteobacteria,Enterobacteriaceae,Providencia,Bacteria,Enterobacteriales,Proteobacteria,unknown,449.0,
63,Gammaproteobacteria,Enterobacteriaceae,Escherichia-Shigella,Bacteria,Enterobacteriales,Proteobacteria,unknown,448.0,
64,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-002,Bacteria,Clostridiales,Firmicutes,unknown,445.0,
65,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria,unknown,424.0,
66,Clostridia,Lachnospiraceae,Lachnospiraceae NK4A136 group,Bacteria,Clostridiales,Firmicutes,unknown,405.0,
67,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-002,Bacteria,Clostridiales,Firmicutes,unknown,382.0,
68,Clostridia,Lachnospiraceae,Blautia,Bacteria,Clostridiales,Firmicutes,unknown,371.0,
69,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,362.0,
70,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-002,Bacteria,Clostridiales,Firmicutes,unknown,357.0,
71,Clostridia,Clostridiaceae 1,Clostridium sensu stricto 1,Bacteria,Clostridiales,Firmicutes,unknown,356.0,
72,Bacilli,Staphylococcaceae,Staphylococcus,Bacteria,Bacillales,Firmicutes,unknown,332.0,
73,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacteriales,Proteobacteria,unknown,321.0,
74,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,Alistipes sp. AL-1,316.0,
75,Clostridia,Lachnospiraceae,Blautia,Bacteria,Clostridiales,Firmicutes,unknown,315.0,
76,Clostridia,Lachnospiraceae,Coprococcus 2,Bacteria,Clostridiales,Firmicutes,unknown,304.0,
77,Clostridia,Ruminococcaceae,Ruminiclostridium 5,Bacteria,Clostridiales,Firmicutes,unknown,292.0,
78,Gammaproteobacteria,Pasteurellaceae,Haemophilus,Bacteria,Pasteurellales,Proteobacteria,unknown,288.0,
79,Bacteroidia,Prevotellaceae,Prevotella 9,Bacteria,Bacteroidales,Bacteroidetes,unknown,281.0,
80,Bacteroidia,Prevotellaceae,Prevotella 9,Bacteria,Bacteroidales,Bacteroidetes,unknown,273.0,
81,Gammaproteobacteria,Enterobacteriaceae,Escherichia-Shigella,Bacteria,Enterobacteriales,Proteobacteria,unknown,259.0,
82,Clostridia,Lachnospiraceae,Blautia,Bacteria,Clostridiales,Firmicutes,unknown,257.0,
83,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,252.0,
84,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,250.0,
85,Clostridia,Lachnospiraceae,Eubacterium hallii group,Bacteria,Clostridiales,Firmicutes,unknown,242.0,
86,Bacilli,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes,Streptococcus thermophilus TH1435,240.0,
87,Clostridia,Lachnospiraceae,Eubacterium eligens group,Bacteria,Clostridiales,Firmicutes,unknown,236.0,
88,Erysipelotrichia,Erysipelotrichaceae,Turicibacter,Bacteria,Erysipelotrichales,Firmicutes,unknown,232.0,
89,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,232.0,
90,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,225.0,
91,Gammaproteobacteria,Enterobacteriaceae,Escherichia-Shigella,Bacteria,Enterobacteriales,Proteobacteria,unknown,224.0,
92,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,Alistipes obesi,214.0,
93,Clostridia,Lachnospiraceae,Lachnospiraceae NK4A136 group,Bacteria,Clostridiales,Firmicutes,unknown,211.0,
94,Clostridia,Ruminococcaceae,Ruminococcaceae NK4A214 group,Bacteria,Clostridiales,Firmicutes,gut metagenome,203.0,
95,Clostridia,Ruminococcaceae,UBA1819,Bacteria,Clostridiales,Firmicutes,unknown,199.0,
96,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-002,Bacteria,Clostridiales,Firmicutes,unknown,197.0,
97,Alphaproteobacteria,uncultured,Azospirillum sp. 47_25,Bacteria,Rhodospirillales,Proteobacteria,Azospirillum sp. 47_25,194.0,
98,Clostridia,Lachnospiraceae,Ruminococcus torques group,Bacteria,Clostridiales,Firmicutes,unknown,192.0,
99,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,178.0,
100,Clostridia,Lachnospiraceae,Eubacterium xylanophilum group,Bacteria,Clostridiales,Firmicutes,unknown,172.0,
101,Clostridia,Ruminococcaceae,Faecalibacterium,Bacteria,Clostridiales,Firmicutes,unknown,170.0,
102,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacteriales,Proteobacteria,unknown,169.0,
103,Deltaproteobacteria,Desulfovibrionaceae,Bilophila,Bacteria,Desulfovibrionales,Proteobacteria,uncultured delta proteobacterium,168.0,
104,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,163.0,
105,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,161.0,
106,Clostridia,Lachnospiraceae,Coprococcus 2,Bacteria,Clostridiales,Firmicutes,unknown,158.0,
107,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,unknown,146.0,
108,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-013,Bacteria,Clostridiales,Firmicutes,unknown,143.0,
109,Negativicutes,Veillonellaceae,Dialister,Bacteria,Selenomonadales,Firmicutes,unknown,139.0,
110,Negativicutes,Veillonellaceae,Dialister,Bacteria,Selenomonadales,Firmicutes,unknown,135.0,
111,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,Faecalibacterium prausnitzii,134.0,
112,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,134.0,
113,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,Alistipes indistinctus YIT 12060,133.0,
114,Bacteroidia,Marinifilaceae,Odoribacter,Bacteria,Bacteroidales,Bacteroidetes,gut metagenome,133.0,
115,Clostridia,Lachnospiraceae,Ruminococcus torques group,Bacteria,Clostridiales,Firmicutes,unknown,130.0,
116,Clostridia,Lachnospiraceae,Anaerostipes,Bacteria,Clostridiales,Firmicutes,unknown,130.0,
117,Clostridia,Lachnospiraceae,Eubacterium xylanophilum group,Bacteria,Clostridiales,Firmicutes,uncultured organism,130.0,
118,Clostridia,Clostridiaceae 1,Clostridium sensu stricto 1,Bacteria,Clostridiales,Firmicutes,bacterium mpn-isolate group 26,129.0,
119,Deltaproteobacteria,Desulfovibrionaceae,Bilophila,Bacteria,Desulfovibrionales,Proteobacteria,uncultured delta proteobacterium,129.0,
120,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,uncultured organism,128.0,
121,Clostridia,Ruminococcaceae,Ruminococcus 1,Bacteria,Clostridiales,Firmicutes,unknown,126.0,
122,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,uncultured Roseburia sp.,124.0,
123,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacteriales,Proteobacteria,unknown,123.0,
124,Clostridia,Ruminococcaceae,Ruminiclostridium 6,Bacteria,Clostridiales,Firmicutes,unknown,122.0,
125,Mollicutes,gut metagenome,gut metagenome,Bacteria,Mollicutes RF39,Tenericutes,gut metagenome,122.0,
126,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,118.0,
127,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,117.0,
128,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-002,Bacteria,Clostridiales,Firmicutes,uncultured rumen bacterium,116.0,
129,Bacilli,Enterococcaceae,Enterococcus,Bacteria,Lactobacillales,Firmicutes,unknown,115.0,
130,Gammaproteobacteria,Enterobacteriaceae,Serratia,Bacteria,Enterobacteriales,Proteobacteria,unknown,113.0,
131,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,112.0,
132,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,uncultured prokaryote,111.0,
133,Clostridia,Ruminococcaceae,Ruminococcus 2,Bacteria,Clostridiales,Firmicutes,unknown,109.0,
134,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,unknown,107.0,
135,Clostridia,Ruminococcaceae,Ruminiclostridium 5,Bacteria,Clostridiales,Firmicutes,Neglecta timonensis,104.0,
136,Clostridia,Peptostreptococcaceae,Terrisporobacter,Bacteria,Clostridiales,Firmicutes,unknown,104.0,
137,Clostridia,Lachnospiraceae,Dorea,Bacteria,Clostridiales,Firmicutes,unknown,103.0,
138,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,102.0,
139,Clostridia,Ruminococcaceae,Butyricicoccus,Bacteria,Clostridiales,Firmicutes,Butyricicoccus sp. K4410.MGS-46,101.0,
140,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,101.0,
141,Clostridia,Lachnospiraceae,Eubacterium ventriosum group,Bacteria,Clostridiales,Firmicutes,human gut metagenome,99.0,
142,Clostridia,Lachnospiraceae,Agathobacter,Bacteria,Clostridiales,Firmicutes,unknown,95.0,
143,Clostridia,Ruminococcaceae,Butyricicoccus,Bacteria,Clostridiales,Firmicutes,unknown,95.0,
144,Verrucomicrobiae,Akkermansiaceae,Akkermansia,Bacteria,Verrucomicrobiales,Verrucomicrobia,gut metagenome,92.0,
145,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,90.0,
146,Clostridia,Lachnospiraceae,Coprococcus 3,Bacteria,Clostridiales,Firmicutes,unknown,89.0,
147,unknown,unknown,unknown,Unassigned,unknown,unknown,unknown,89.0,
148,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,88.0,
149,Mollicutes,uncultured bacterium,uncultured bacterium,Bacteria,Mollicutes RF39,Tenericutes,uncultured bacterium,86.0,
150,Clostridia,Lachnospiraceae,Tyzzerella 4,Bacteria,Clostridiales,Firmicutes,unknown,86.0,
151,Clostridia,Ruminococcaceae,Ruminiclostridium 5,Bacteria,Clostridiales,Firmicutes,uncultured organism,82.0,
152,Clostridia,Lachnospiraceae,Eubacterium hallii group,Bacteria,Clostridiales,Firmicutes,unknown,81.0,
153,Clostridia,Lachnospiraceae,Lachnospira,Bacteria,Clostridiales,Firmicutes,unknown,78.0,
154,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,unknown,75.0,
155,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,72.0,
156,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-004,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,71.0,
157,Clostridia,Lachnospiraceae,Lachnospiraceae ND3007 group,Bacteria,Clostridiales,Firmicutes,unknown,71.0,
158,Clostridia,Lachnospiraceae,Lachnospiraceae UCG-004,Bacteria,Clostridiales,Firmicutes,unknown,71.0,
159,Clostridia,Lachnospiraceae,Ruminococcus gnavus group,Bacteria,Clostridiales,Firmicutes,unknown,70.0,
160,Clostridia,Family XI,Ezakiella,Bacteria,Clostridiales,Firmicutes,unknown,69.0,
161,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacteriales,Proteobacteria,unknown,69.0,
162,Clostridia,Lachnospiraceae,Ruminococcus torques group,Bacteria,Clostridiales,Firmicutes,unknown,68.0,
163,Clostridia,Ruminococcaceae,Butyricicoccus,Bacteria,Clostridiales,Firmicutes,unknown,67.0,
164,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-013,Bacteria,Clostridiales,Firmicutes,gut metagenome,67.0,
165,Clostridia,Ruminococcaceae,Subdoligranulum,Bacteria,Clostridiales,Firmicutes,unknown,66.0,
166,Gammaproteobacteria,Burkholderiaceae,Parasutterella,Bacteria,Betaproteobacteriales,Proteobacteria,unknown,65.0,
167,Clostridia,Lachnospiraceae,CAG-56,Bacteria,Clostridiales,Firmicutes,uncultured bacterium,64.0,
168,Clostridia,Lachnospiraceae,Lachnospiraceae UCG-001,Bacteria,Clostridiales,Firmicutes,unknown,64.0,
169,Mollicutes,uncultured organism,uncultured organism,Bacteria,Izimaplasmatales,Tenericutes,uncultured organism,64.0,
170,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,62.0,
171,Erysipelotrichia,Erysipelotrichaceae,Coprobacillus,Bacteria,Erysipelotrichales,Firmicutes,unknown,61.0,
172,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,61.0,
173,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,58.0,
174,Bacteroidia,Barnesiellaceae,Coprobacter,Bacteria,Bacteroidales,Bacteroidetes,unknown,57.0,
175,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,57.0,
176,Bacilli,Bacillaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,56.0,
177,Bacteroidia,Barnesiellaceae,Barnesiella,Bacteria,Bacteroidales,Bacteroidetes,unknown,55.0,
178,Clostridia,Lachnospiraceae,Hungatella,Bacteria,Clostridiales,Firmicutes,unknown,55.0,
179,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,uncultured Lachnospiraceae bacterium,54.0,
180,Coriobacteriia,Coriobacteriaceae,Collinsella,Bacteria,Coriobacteriales,Actinobacteria,unknown,53.0,
181,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,unknown,53.0,
182,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,unknown,53.0,
183,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,52.0,
184,Clostridia,Christensenellaceae,Christensenellaceae R-7 group,Bacteria,Clostridiales,Firmicutes,unknown,51.0,
185,Clostridia,Lachnospiraceae,Ruminococcus gauvreauii group,Bacteria,Clostridiales,Firmicutes,unknown,51.0,
186,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,uncultured Firmicutes bacterium,51.0,
187,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,48.0,
188,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,48.0,
189,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,47.0,
190,Bacilli,Planococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,47.0,
191,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,gut metagenome,46.0,
192,Clostridia,Lachnospiraceae,Eubacterium hallii group,Bacteria,Clostridiales,Firmicutes,unknown,46.0,
193,Gammaproteobacteria,Burkholderiaceae,Sutterella,Bacteria,Betaproteobacteriales,Proteobacteria,unknown,45.0,
194,Clostridia,Lachnospiraceae,Eubacterium ruminantium group,Bacteria,Clostridiales,Firmicutes,unknown,45.0,
195,Erysipelotrichia,Erysipelotrichaceae,Erysipelatoclostridium,Bacteria,Erysipelotrichales,Firmicutes,unknown,45.0,
196,Actinobacteria,Corynebacteriaceae,unknown,Bacteria,Corynebacteriales,Actinobacteria,unknown,45.0,
197,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria,unknown,45.0,
198,Clostridia,Family XIII,Family XIII AD3011 group,Bacteria,Clostridiales,Firmicutes,unknown,44.0,
199,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,43.0,
200,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,uncultured bacterium adhufec311,42.0,
201,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-014,Bacteria,Clostridiales,Firmicutes,unknown,42.0,
202,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,42.0,
203,Clostridia,Lachnospiraceae,Eubacterium ventriosum group,Bacteria,Clostridiales,Firmicutes,unknown,42.0,
204,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,41.0,
205,Clostridia,Ruminococcaceae,Subdoligranulum,Bacteria,Clostridiales,Firmicutes,unknown,41.0,
206,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,41.0,
207,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,40.0,
208,Clostridia,Lachnospiraceae,Lachnospira,Bacteria,Clostridiales,Firmicutes,unknown,39.0,
209,Clostridia,Lachnospiraceae,Lachnospira,Bacteria,Clostridiales,Firmicutes,gut metagenome,39.0,
210,Actinobacteria,Corynebacteriaceae,Corynebacterium 1,Bacteria,Corynebacteriales,Actinobacteria,unknown,38.0,
211,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,37.0,
212,Alphaproteobacteria,Rhizobiaceae,Ochrobactrum,Bacteria,Rhizobiales,Proteobacteria,unknown,37.0,
213,Clostridia,Ruminococcaceae,DTU089,Bacteria,Clostridiales,Firmicutes,unknown,37.0,
214,Clostridia,Ruminococcaceae,Faecalibacterium,Bacteria,Clostridiales,Firmicutes,unknown,36.0,
215,Clostridia,Ruminococcaceae,Ruminococcus 1,Bacteria,Clostridiales,Firmicutes,human gut metagenome,35.0,
216,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,35.0,
217,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,35.0,
218,Clostridia,Lachnospiraceae,Lachnospiraceae UCG-010,Bacteria,Clostridiales,Firmicutes,uncultured organism,33.0,
219,Clostridia,Ruminococcaceae,Eubacterium coprostanoligenes group,Bacteria,Clostridiales,Firmicutes,unknown,33.0,
220,Clostridia,Clostridiaceae 1,Clostridium sensu stricto 1,Bacteria,Clostridiales,Firmicutes,unknown,32.0,
221,Clostridia,Ruminococcaceae,Ruminiclostridium 5,Bacteria,Clostridiales,Firmicutes,gut metagenome,31.0,
222,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,31.0,
223,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,30.0,
224,Clostridia,Ruminococcaceae,Flavonifractor,Bacteria,Clostridiales,Firmicutes,unknown,30.0,
225,Bacteroidia,unknown,unknown,Bacteria,Bacteroidales,Bacteroidetes,unknown,29.0,
226,Clostridia,Ruminococcaceae,Ruminococcus 1,Bacteria,Clostridiales,Firmicutes,unknown,28.0,
227,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,28.0,
228,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,27.0,
229,Bacteroidia,Marinifilaceae,Butyricimonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,26.0,
230,Clostridia,Ruminococcaceae,Oscillibacter,Bacteria,Clostridiales,Firmicutes,gut metagenome,26.0,
231,Coriobacteriia,Coriobacteriales Incertae Sedis,uncultured,Bacteria,Coriobacteriales,Actinobacteria,gut metagenome,26.0,
232,Clostridia,Ruminococcaceae,Ruminococcaceae UCG-005,Bacteria,Clostridiales,Firmicutes,uncultured organism,26.0,
