OTU,Class,Family,Genus,Kingdom,Order,Phylum,Species,Abundance,empty
363,Bacteroidia,unknown,unknown,Bacteria,Bacteroidales,Bacteroidetes,unknown,7.0,
364,Clostridia,Ruminococcaceae,Oscillospira,Bacteria,Clostridiales,Firmicutes,unknown,7.0,
365,Bacilli,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes,Streptococcus luteciae,7.0,
366,Clostridia,Veillonellaceae,Dialister,Bacteria,Clostridiales,Firmicutes,unknown,7.0,
367,Coriobacteriia,Coriobacteriaceae,unknown,Bacteria,Coriobacteriales,Actinobacteria,unknown,6.0,
368,Bacilli,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes,Streptococcus alactolyticus,6.0,
369,Alphaproteobacteria,Rhizobiaceae,unknown,Bacteria,Rhizobiales,Proteobacteria,unknown,6.0,
370,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
371,Clostridia,Veillonellaceae,Dialister,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
372,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
373,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
374,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
375,Clostridia,Tissierellaceae,Anaerococcus,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
376,Clostridia,Tissierellaceae,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
377,Bacteroidia,Odoribacteraceae,Butyricimonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,6.0,
378,Clostridia,Mogibacteriaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
379,Clostridia,Lachnospiraceae,Clostridium,Bacteria,Clostridiales,Firmicutes,Clostridium colinum,6.0,
380,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,6.0,
381,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
382,Clostridia,Lachnospiraceae,Blautia,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
383,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
384,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,Ruminococcus callidus,5.0,
385,Bacilli,unknown,unknown,Bacteria,Bacillales,Firmicutes,unknown,5.0,
386,Clostridia,Ruminococcaceae,Oscillospira,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
387,Clostridia,Peptococcaceae,rc4-4,Bacteria,Clostridiales,Firmicutes,unknown,5.0,
388,Bacilli,Turicibacteraceae,Turicibacter,Bacteria,Turicibacterales,Firmicutes,unknown,4.0,
389,Coriobacteriia,Coriobacteriaceae,Eggerthella,Bacteria,Coriobacteriales,Actinobacteria,Eggerthella lenta,4.0,
390,unknown,unknown,unknown,Bacteria,unknown,unknown,unknown,4.0,
391,Gammaproteobacteria,Xanthomonadaceae,Stenotrophomonas,Bacteria,Xanthomonadales,Proteobacteria,Stenotrophomonas geniculata,4.0,
392,Erysipelotrichi,Erysipelotrichaceae,Eubacterium,Bacteria,Erysipelotrichales,Firmicutes,Eubacterium dolichum,4.0,
393,Bacteroidia,unknown,unknown,Bacteria,Bacteroidales,Bacteroidetes,unknown,4.0,
394,Actinobacteria,Actinomycetaceae,Varibaculum,Bacteria,Actinomycetales,Actinobacteria,unknown,4.0,
395,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
396,Clostridia,Ruminococcaceae,Oscillospira,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
397,Bacilli,Paenibacillaceae,Paenibacillus,Bacteria,Bacillales,Firmicutes,Paenibacillus amylolyticus,4.0,
398,Actinobacteria,Actinomycetaceae,Actinomyces,Bacteria,Actinomycetales,Actinobacteria,unknown,4.0,
399,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
400,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
401,Clostridia,Christensenellaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
402,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
403,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,4.0,
404,Actinobacteria,Micrococcaceae,Micrococcus,Bacteria,Actinomycetales,Actinobacteria,unknown,3.0,
405,Flavobacteriia,Flavobacteriaceae,Flavobacterium,Bacteria,Flavobacteriales,Bacteroidetes,unknown,3.0,
406,Actinobacteria,Actinomycetaceae,Actinobaculum,Bacteria,Actinomycetales,Actinobacteria,unknown,3.0,
407,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
408,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,Bacteroidales,Bacteroidetes,unknown,3.0,
409,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,3.0,
410,Deltaproteobacteria,Desulfovibrionaceae,Bilophila,Bacteria,Desulfovibrionales,Proteobacteria,unknown,3.0,
411,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
412,Clostridia,Christensenellaceae,Christensenella,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
413,Clostridia,Lachnospiraceae,Epulopiscium,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
414,Clostridia,Lachnospiraceae,Clostridium,Bacteria,Clostridiales,Firmicutes,Clostridium aldenense,3.0,
415,Alphaproteobacteria,Caulobacteraceae,Brevundimonas,Bacteria,Caulobacterales,Proteobacteria,Brevundimonas diminuta,3.0,
416,Clostridia,Tissierellaceae,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
417,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
418,Bacteroidia,Paraprevotellaceae,Prevotella,Bacteria,Bacteroidales,Bacteroidetes,unknown,3.0,
419,Clostridia,Christensenellaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
420,unknown,unknown,unknown,Bacteria,unknown,unknown,unknown,3.0,
421,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
422,Erysipelotrichi,Erysipelotrichaceae,Eubacterium,Bacteria,Erysipelotrichales,Firmicutes,Eubacterium dolichum,3.0,
423,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
424,Clostridia,EtOH8,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
425,unknown,unknown,unknown,Bacteria,unknown,unknown,unknown,3.0,
426,RF3,unknown,unknown,Bacteria,ML615J-28,Tenericutes,unknown,3.0,
427,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
428,Clostridia,Tissierellaceae,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
429,unknown,unknown,unknown,Bacteria,unknown,unknown,unknown,3.0,
430,unknown,unknown,unknown,Bacteria,unknown,unknown,unknown,3.0,
431,Clostridia,Tissierellaceae,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
432,Clostridia,Eubacteriaceae,Acetobacterium,Bacteria,Clostridiales,Firmicutes,unknown,3.0,
433,Coriobacteriia,Coriobacteriaceae,Adlercreutzia,Bacteria,Coriobacteriales,Actinobacteria,unknown,2.0,
434,Flavobacteriia,Weeksellaceae,Wautersiella,Bacteria,Flavobacteriales,Bacteroidetes,unknown,2.0,
435,Clostridia,unknown,unknown,Bacteria,unknown,Firmicutes,unknown,2.0,
436,Clostridia,unknown,unknown,Bacteria,unknown,Firmicutes,unknown,2.0,
437,Chloroplast,unknown,unknown,Bacteria,Streptophyta,Cyanobacteria,unknown,2.0,
438,Actinobacteria,Propionibacteriaceae,Propionibacterium,Bacteria,Actinomycetales,Actinobacteria,Propionibacterium acnes,2.0,
439,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,Bacteroidales,Bacteroidetes,unknown,2.0,
440,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
441,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
442,Clostridia,Mogibacteriaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
443,Clostridia,Tissierellaceae,Peptoniphilus,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
444,Clostridia,Dehalobacteriaceae,Dehalobacterium,Bacteria,Clostridiales,Firmicutes,unknown,2.0,
445,Alphaproteobacteria,Hyphomicrobiaceae,Parvibaculum,Bacteria,Rhizobiales,Proteobacteria,unknown,2.0,
446,Gammaproteobacteria,unknown,unknown,Bacteria,unknown,Proteobacteria,unknown,2.0,
447,Erysipelotrichi,Erysipelotrichaceae,Holdemania,Bacteria,Erysipelotrichales,Firmicutes,unknown,2.0,
448,Coriobacteriia,Coriobacteriaceae,Slackia,Bacteria,Coriobacteriales,Actinobacteria,unknown,2.0,
449,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,Bacteroidales,Bacteroidetes,unknown,2.0,
