task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
32	53/b0f034	21266	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:49:03.463	1.5s	1.4s	93.6%	100.5 MB	426.3 MB	20.3 MB	388 KB
33	3f/a65c50	21504	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:49:04.307	1.4s	1.3s	91.2%	99.1 MB	424.4 MB	19.4 MB	70.7 KB
34	96/1e1209	21502	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:49:04.301	1.4s	1.3s	91.0%	98.9 MB	424.4 MB	19.4 MB	70.7 KB
35	c4/676be0	21758	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:49:05.016	1.8s	1.6s	88.8%	100.4 MB	426.3 MB	20.3 MB	70.7 KB
38	64/1f6dab	21923	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:49:05.756	17s	16.8s	9.4%	98.4 MB	423.8 MB	20.7 MB	68.6 KB
37	d6/d01191	21934	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:49:05.762	17s	16.8s	9.5%	98.3 MB	423.8 MB	20.7 MB	66.1 KB
41	43/4f3e72	21951	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:49:05.767	17s	16.8s	9.6%	98.4 MB	423.8 MB	20.7 MB	72.7 KB
43	b6/f5cd1e	22624	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:49:07.075	15.7s	15.3s	10.0%	89.1 MB	416.6 MB	20.7 MB	66.1 KB
36	fd/b7f186	21918	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:49:05.751	17s	16.9s	9.8%	98.4 MB	423.8 MB	20.7 MB	63.6 KB
39	bc/9bca43	22043	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:49:05.787	17s	16.8s	9.9%	98.4 MB	423.8 MB	20.7 MB	63.5 KB
40	e3/1d6f4b	21917	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:49:05.746	17.1s	16.9s	9.9%	98.3 MB	423.8 MB	20.7 MB	66.2 KB
44	f7/78fa71	22628	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:49:07.131	15.7s	15.3s	10.2%	89.1 MB	416.6 MB	20.7 MB	68.6 KB
42	f2/92fb7f	22619	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:49:07.011	15.9s	15.5s	10.9%	88.9 MB	416.6 MB	20.7 MB	63.5 KB
48	31/8ca88b	27205	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:49:22.759	1.4s	1.3s	92.5%	97.8 MB	424.7 MB	19.3 MB	4.7 KB
47	80/495274	27183	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:49:22.746	1.5s	1.3s	92.7%	97.8 MB	424.8 MB	19.3 MB	5.2 KB
49	d1/106a2b	27291	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:49:22.781	1.4s	1.3s	92.4%	97.8 MB	424.7 MB	19.3 MB	4.2 KB
50	7f/f1c257	27316	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:49:22.787	1.4s	1.3s	92.2%	97.6 MB	424.7 MB	19.3 MB	4.1 KB
52	c0/56f82d	27511	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:49:22.832	1.4s	1.3s	92.2%	97.8 MB	424.8 MB	19.3 MB	5.1 KB
46	11/35e6cc	27181	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:49:22.741	1.5s	1.4s	92.8%	93.4 MB	421 MB	19.3 MB	4.7 KB
45	c0/5c9f44	27190	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:49:22.753	1.5s	1.4s	92.9%	93.5 MB	421.3 MB	19.3 MB	4.9 KB
53	bb/17dbf4	27690	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:49:22.886	1.4s	1.2s	92.0%	97.8 MB	424.7 MB	19.3 MB	4 KB
51	95/790dbc	27470	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:49:22.827	1.5s	1.4s	93.6%	93.7 MB	421.4 MB	19.3 MB	4.8 KB
25	4e/2743c6	6892	tax_assignment_workflow:blast_workflow:blast (mock16:ncbi)	COMPLETED	0	2021-11-22 20:48:09.993	2m 8s	2m 5s	98.0%	487.2 MB	883.2 MB	256.6 MB	163.9 MB
54	89/e5544f	33738	tax_assignment_workflow:blast_workflow:add_md2biom (mock16)	COMPLETED	0	2021-11-22 20:50:18.356	4.2s	1.2s	94.9%	82.2 MB	287.4 MB	14.3 MB	399.7 KB
55	ab/99d929	34946	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:50:22.576	1.8s	1.7s	79.3%	86.9 MB	415.1 MB	20.3 MB	395.7 KB
56	df/e036b9	35275	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:50:24.434	1.5s	1.3s	93.1%	101.4 MB	427.3 MB	20.3 MB	70.6 KB
59	32/032acf	35463	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:50:25.971	1.8s	1.6s	80.8%	98.4 MB	423.8 MB	20.7 MB	68.5 KB
58	dc/250069	35449	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:50:25.961	1.8s	1.6s	80.8%	98.4 MB	423.8 MB	20.7 MB	66 KB
57	d5/234903	35444	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:50:25.950	1.8s	1.7s	81.4%	98.4 MB	423.8 MB	20.7 MB	63.5 KB
60	34/be042d	35934	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:50:27.747	1.4s	1.2s	92.0%	97.4 MB	424.5 MB	19.3 MB	4.8 KB
61	3a/601fa4	35941	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:50:27.757	1.4s	1.2s	91.9%	97.8 MB	424.7 MB	19.3 MB	4.7 KB
62	8c/d3f1f4	36021	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:50:27.816	1.4s	1.2s	92.5%	97.6 MB	424.7 MB	19.3 MB	4.2 KB
3	e8/404b36	8991	denoise_cluster_workflow:deblur_workflow:deblur (mock16-run1)	COMPLETED	0	2021-11-22 20:45:36.743	5m 17s	5m 14s	99.3%	912 MB	1.4 GB	1.3 GB	644.7 MB
63	85/7303b7	1847	denoise_cluster_workflow:deblur_workflow:hash_otutables (mock16)	COMPLETED	0	2021-11-22 20:50:53.734	3.8s	960ms	89.8%	7.8 MB	128.7 MB	15.6 MB	165.3 KB
64	0c/ba916b	3018	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (mock16)	COMPLETED	0	2021-11-22 20:50:57.520	3.9s	1.3s	69.4%	78 MB	538.2 MB	15.9 MB	103.3 KB
65	72/4baf70	3016	denoise_cluster_workflow:uchime_workflow:import_files (mock16)	COMPLETED	0	2021-11-22 20:50:57.514	11.7s	8.9s	91.3%	186.1 MB	523 MB	79.3 MB	578.1 KB
66	60/2788a8	5052	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (mock16)	COMPLETED	0	2021-11-22 20:51:01.421	14.8s	12.4s	97.6%	613.3 MB	861.6 MB	50.6 MB	177.5 KB
68	96/890b5d	8513	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (mock16)	COMPLETED	0	2021-11-22 20:51:16.269	3.4s	923ms	92.4%	8.8 MB	129.2 MB	16 MB	81.7 KB
67	6c/d845be	6810	denoise_cluster_workflow:uchime_workflow:uchime (mock16)	COMPLETED	0	2021-11-22 20:51:09.220	17.6s	14.8s	91.4%	192.7 MB	526.2 MB	122.8 MB	2.6 MB
71	ab/cd9e69	9751	tax_assignment_workflow:blast_workflow:import_reads (mock16)	COMPLETED	0	2021-11-22 20:51:19.665	7.3s	4.4s	94.1%	185.3 MB	523 MB	39.5 MB	242.8 KB
72	b6/5ecb47	13426	denoise_cluster_workflow:uchime_workflow:export_files (mock16)	COMPLETED	0	2021-11-22 20:51:26.815	12.2s	9.4s	86.2%	185.1 MB	522.1 MB	78.6 MB	977.5 KB
74	43/16197d	17501	tax_assignment_workflow:blast_workflow:import_reads (mock16)	COMPLETED	0	2021-11-22 20:51:39.054	7.2s	4.4s	94.3%	185.3 MB	523 MB	39.9 MB	319.7 KB
73	9b/d5e5a7	13449	tax_assignment_workflow:blast_workflow:blast (mock16:ncbi)	COMPLETED	0	2021-11-22 20:51:26.968	23s	20s	93.6%	473.8 MB	867.6 MB	254.1 MB	161.8 MB
9	45/0e3313	20034	denoise_cluster_workflow:closed_reference_workflow:closed_reference (mock16-run1:gg_97)	COMPLETED	0	2021-11-22 20:46:21.293	5m 32s	5m 29s	99.5%	692.3 MB	1.1 GB	1.2 GB	545.2 MB
78	bd/f1d7df	22833	tax_assignment_workflow:blast_workflow:add_md2biom (mock16)	COMPLETED	0	2021-11-22 20:51:50.076	3.7s	931ms	92.6%	7.1 MB	125.7 MB	14 MB	102 KB
80	23/93cd91	24655	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:51:53.771	8.4s	8.1s	16.0%	94.1 MB	421.7 MB	19.4 MB	102.3 KB
79	9f/f6eea2	24280	denoise_cluster_workflow:closed_reference_workflow:hash_otutables (mock16)	COMPLETED	0	2021-11-22 20:51:53.212	10.5s	5s	20.2%	46.5 MB	222.7 MB	15.6 MB	164.2 KB
81	df/1e1f54	26836	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:52:02.255	2.3s	1.9s	62.3%	51.2 MB	300.3 MB	19.4 MB	70.6 KB
69	4d/cec5a5	9776	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock16:gg_13_8_99)	COMPLETED	0	2021-11-22 20:51:19.670	46.4s	43.5s	110.9%	4.3 GB	11.2 GB	1.7 GB	2 GB
5	89/c9bbfe	9015	denoise_cluster_workflow:dada2_workflow:dada2_paired (mock16-run1)	COMPLETED	0	2021-11-22 20:45:36.778	6m 29s	6m 27s	100.0%	2.2 GB	2.5 GB	249.4 MB	932.7 KB
85	d3/d1ea34	27723	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:52:04.523	1.8s	1.7s	78.2%	98.2 MB	423.8 MB	20.8 MB	65.5 KB
86	dd/e9a80d	27739	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:52:04.531	1.9s	1.7s	79.2%	98.3 MB	423.8 MB	20.8 MB	67.9 KB
84	51/20cf44	27730	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:52:04.527	1.9s	1.8s	79.8%	98.3 MB	423.8 MB	20.8 MB	59 KB
83	84/9064c8	27231	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (mock16)	COMPLETED	0	2021-11-22 20:52:03.766	3.7s	1.2s	80.7%	89.8 MB	560.3 MB	15.9 MB	103.7 KB
89	6f/b9a12e	29362	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:52:06.362	1.4s	1.2s	91.3%	97.9 MB	424.7 MB	19.3 MB	3.5 KB
90	05/9a68f3	29447	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:52:06.423	1.4s	1.2s	91.5%	97.7 MB	424.8 MB	19.3 MB	3.6 KB
91	e9/20d86d	29495	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:52:06.444	1.4s	1.2s	92.2%	97.7 MB	424.7 MB	19.3 MB	3.2 KB
88	84/856a5e	29170	denoise_cluster_workflow:dada2_workflow:make_biom_repseqs (mock16-run1)	COMPLETED	0	2021-11-22 20:52:06.148	3.3s	882ms	91.1%	7.5 MB	125 MB	15.1 MB	1.9 MB
87	b2/32ec6c	29135	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock16)	COMPLETED	0	2021-11-22 20:52:06.062	3.7s	911ms	92.5%	7.1 MB	125.7 MB	14 MB	102.1 KB
94	9a/bd6a91	32559	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:52:09.762	1.4s	1.3s	89.8%	96.6 MB	423.2 MB	19.4 MB	102.4 KB
95	e7/6f5b58	33579	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:52:11.214	1.4s	1.3s	92.6%	97.9 MB	423.9 MB	19.4 MB	70.7 KB
93	7e/07654b	32430	denoise_cluster_workflow:dada2_workflow:hash_seqtables (mock16)	COMPLETED	0	2021-11-22 20:52:09.503	3.7s	1.2s	93.0%	99.7 MB	568.9 MB	19.6 MB	1.2 MB
97	6c/c6c219	34007	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:52:12.668	1.9s	1.7s	80.5%	94 MB	421.7 MB	20.8 MB	65.5 KB
96	ac/7e8602	34013	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:52:12.678	1.9s	1.7s	79.5%	97.6 MB	423.5 MB	20.8 MB	59 KB
98	10/fac3b9	34008	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:52:12.674	2s	1.7s	79.8%	97.4 MB	423.5 MB	20.8 MB	67.9 KB
77	53/9a88eb	21356	tax_assignment_workflow:blast_workflow:blast (mock16:ncbi)	COMPLETED	0	2021-11-22 20:51:46.254	28.8s	26s	95.7%	486.1 MB	889.7 MB	254.6 MB	162.3 MB
82	3b/ef63df	27232	denoise_cluster_workflow:uchime_workflow:import_files (mock16)	COMPLETED	0	2021-11-22 20:52:03.769	12.1s	9.2s	93.8%	186.1 MB	523 MB	79.3 MB	576.8 KB
101	45/f2ebf9	36082	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:52:14.548	6.3s	5.9s	21.6%	93.8 MB	421.4 MB	19.3 MB	3.4 KB
102	bc/78c47b	36097	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:52:14.564	6.4s	6.1s	20.0%	93.2 MB	420.9 MB	19.3 MB	3.1 KB
103	9f/d70ac0	36248	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:52:14.666	7.3s	6.9s	17.2%	93.7 MB	421.4 MB	19.3 MB	3.6 KB
100	94/d30fb3	34597	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (mock16)	COMPLETED	0	2021-11-22 20:52:13.189	14.1s	10.1s	10.9%	85.4 MB	556.7 MB	17.2 MB	931.2 KB
92	23/c885b4	30877	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (mock16)	COMPLETED	0	2021-11-22 20:52:07.448	24.1s	21.6s	53.8%	676 MB	1.3 GB	50.8 MB	354.7 KB
104	dd/aea58e	36408	tax_assignment_workflow:blast_workflow:add_md2biom (mock16)	COMPLETED	0	2021-11-22 20:52:15.040	17.9s	1s	94.1%	7.1 MB	125.7 MB	14.1 MB	180.6 KB
108	23/ca6e72	6438	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:52:32.974	1.4s	1.3s	91.9%	98.8 MB	424.7 MB	19.7 MB	180.7 KB
107	42/c14d4b	4934	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (mock16)	COMPLETED	0	2021-11-22 20:52:31.551	3.4s	953ms	92.8%	8.8 MB	129.2 MB	16.2 MB	155.8 KB
109	bb/93c80a	7142	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:52:34.431	1.5s	1.3s	92.9%	98.8 MB	424.7 MB	19.7 MB	66.1 KB
75	ed/b3bc26	17508	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock16:gg_13_8_99)	COMPLETED	0	2021-11-22 20:51:39.068	57.6s	54.8s	108.5%	4.3 GB	11.2 GB	1.7 GB	2 GB
115	ba/4e6099	8180	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:52:35.946	1.7s	1.5s	83.6%	97.3 MB	423.5 MB	20.1 MB	62.7 KB
113	7f/2648f5	8147	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:52:35.939	1.8s	1.5s	83.3%	97.3 MB	423.5 MB	20.1 MB	58 KB
114	9c/ee1925	8160	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:52:35.942	1.8s	1.5s	83.2%	97.3 MB	423.5 MB	20.1 MB	60.3 KB
117	61/64c09e	10494	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:52:37.636	1.5s	1.3s	92.1%	97.5 MB	423.5 MB	19.3 MB	2.5 KB
118	9c/93a112	10945	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:52:37.736	1.4s	1.3s	91.5%	97.7 MB	424.7 MB	19.3 MB	2.4 KB
119	f5/13ed11	10976	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:52:37.743	1.4s	1.3s	91.9%	97.6 MB	424.7 MB	19.3 MB	2.5 KB
99	4b/83d0d2	34596	denoise_cluster_workflow:uchime_workflow:import_files (mock16)	COMPLETED	0	2021-11-22 20:52:13.184	27s	21.8s	40.3%	185.8 MB	523 MB	86.1 MB	1.8 MB
116	c3/7643f8	9641	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock16)	COMPLETED	0	2021-11-22 20:52:36.636	3.9s	1.1s	93.9%	7.1 MB	125.7 MB	14.1 MB	169 KB
121	f5/099d9d	12594	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:52:40.564	1.5s	1.3s	92.6%	98.6 MB	424.7 MB	19.6 MB	168.9 KB
112	06/b78414	7335	tax_assignment_workflow:blast_workflow:import_reads (mock16)	COMPLETED	0	2021-11-22 20:52:34.964	7.7s	4.9s	93.8%	185.4 MB	523 MB	39.9 MB	312.5 KB
122	67/be04ae	13988	otu_processing_workflow:normalize (mock16)	COMPLETED	0	2021-11-22 20:52:42.029	1.5s	1.3s	92.8%	98.4 MB	424.4 MB	19.6 MB	66.1 KB
125	f7/cc285e	14681	otu_processing_workflow:group (mock16:Genus)	COMPLETED	0	2021-11-22 20:52:43.535	9.3s	9.1s	15.3%	98.1 MB	423.5 MB	20.1 MB	60.3 KB
124	f7/7d000a	14693	otu_processing_workflow:group (mock16:Family)	COMPLETED	0	2021-11-22 20:52:43.540	9.3s	9.2s	17.3%	94.5 MB	422.1 MB	20.1 MB	58 KB
126	e6/a9f4dd	14707	otu_processing_workflow:group (mock16:Species)	COMPLETED	0	2021-11-22 20:52:43.545	9.3s	9.2s	17.3%	94.4 MB	422.1 MB	20.1 MB	62.7 KB
127	a5/241fa5	18809	otu_processing_workflow:biom2tsv (mock16-Genus)	COMPLETED	0	2021-11-22 20:52:52.820	1.5s	1.3s	91.7%	94 MB	421.7 MB	19.3 MB	2.5 KB
129	51/102d34	18857	otu_processing_workflow:biom2tsv (mock16-Species)	COMPLETED	0	2021-11-22 20:52:52.892	1.5s	1.3s	92.3%	97.1 MB	423.5 MB	19.3 MB	2.5 KB
128	e1/969637	18854	otu_processing_workflow:biom2tsv (mock16-Family)	COMPLETED	0	2021-11-22 20:52:52.888	1.6s	1.3s	91.8%	96.6 MB	423.2 MB	19.3 MB	2.4 KB
105	27/d9f319	36801	denoise_cluster_workflow:uchime_workflow:uchime (mock16)	COMPLETED	0	2021-11-22 20:52:16.004	39.3s	22.5s	64.1%	197.3 MB	702.1 MB	122.7 MB	2.5 MB
11	b3/7af3eb	20045	denoise_cluster_workflow:open_reference_workflow:open_reference (mock16-run1:gg_97)	COMPLETED	0	2021-11-22 20:46:21.327	6m 41s	6m 38s	99.5%	693 MB	1.1 GB	1.8 GB	740.8 MB
131	b3/d92aa2	22011	denoise_cluster_workflow:open_reference_workflow:hash_otutables (mock16)	COMPLETED	0	2021-11-22 20:53:02.358	4.3s	1.1s	92.4%	91.5 MB	296.9 MB	16.3 MB	713 KB
130	2d/798187	19705	denoise_cluster_workflow:uchime_workflow:export_files (mock16)	COMPLETED	0	2021-11-22 20:52:55.362	13.7s	9.6s	94.7%	185.1 MB	522.1 MB	78.6 MB	927 KB
133	49/b1a991	23871	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (mock16)	COMPLETED	0	2021-11-22 20:53:06.634	4.1s	1.4s	79.3%	80.4 MB	548.6 MB	16.6 MB	521.6 KB
120	4a/4fd63d	12468	denoise_cluster_workflow:uchime_workflow:uchime (mock16)	COMPLETED	0	2021-11-22 20:52:40.226	30.8s	28s	71.8%	196.5 MB	529.9 MB	138.9 MB	14.3 MB
134	5a/183ce8	25821	tax_assignment_workflow:blast_workflow:import_reads (mock16)	COMPLETED	0	2021-11-22 20:53:09.068	15.2s	12.3s	42.6%	184.6 MB	521.8 MB	39.9 MB	306.4 KB
132	57/cce8d7	23870	denoise_cluster_workflow:uchime_workflow:import_files (mock16)	COMPLETED	0	2021-11-22 20:53:06.629	19.6s	16.7s	58.7%	186.2 MB	523 MB	82.8 MB	1.2 MB
138	13/9ecae4	28184	denoise_cluster_workflow:uchime_workflow:export_files (mock16)	COMPLETED	0	2021-11-22 20:53:11.030	19.2s	13.1s	72.4%	185.2 MB	522.1 MB	80.2 MB	4.6 MB
110	38/e32f93	7329	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock16:gg_13_8_99)	COMPLETED	0	2021-11-22 20:52:34.960	58.8s	56s	115.6%	4.3 GB	11.2 GB	1.7 GB	2 GB
144	f7/a3e331	5444	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock16)	COMPLETED	0	2021-11-22 20:53:33.766	10s	1s	93.0%	7.1 MB	125.7 MB	14.1 MB	150.9 KB
145	ce/29fd8f	10386	otu_processing_workflow:fork (mock16)	COMPLETED	0	2021-11-22 20:53:43.753	2s	1.9s	70.5%	72 MB	336.1 MB	19.6 MB	151 KB
