task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
22	b8/57d1b6	2050	tax_assignment_workflow:blast_workflow:blast (mock12:ncbi)	COMPLETED	0	2021-11-22 20:26:01.209	21.3s	18.5s	90.2%	478.6 MB	994.6 MB	254 MB	161.7 MB
27	83/bbcd2e	10965	tax_assignment_workflow:blast_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:26:22.575	4s	904ms	93.1%	7.3 MB	125.8 MB	14 MB	88.4 KB
28	f3/98d22f	12988	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:26:26.631	10.9s	10.7s	13.1%	97.6 MB	423.9 MB	19.4 MB	88.6 KB
18	1e/a0cc19	34870	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock12:gg_13_8_99)	COMPLETED	0	2021-11-22 20:25:54.181	44.2s	41.5s	108.5%	1.6 GB	7 GB	1.7 GB	2 GB
29	03/ef6d00	14981	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:26:37.565	1.5s	1.4s	90.6%	98.2 MB	424 MB	19.4 MB	61.6 KB
32	74/631a12	15303	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:26:39.113	1.5s	1.3s	89.6%	98.4 MB	423.5 MB	19.5 MB	59.6 KB
31	ab/1829fc	15296	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:26:39.104	1.6s	1.3s	89.1%	98.3 MB	423.5 MB	19.5 MB	57.2 KB
33	64/b155d5	15299	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:26:39.109	1.6s	1.3s	90.3%	98.4 MB	423.5 MB	19.5 MB	61.9 KB
35	c1/fd185d	16573	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:26:40.702	1.3s	1.1s	92.4%	97.8 MB	424.7 MB	19.3 MB	1.9 KB
36	6b/78bc02	16580	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:26:40.707	1.3s	1.2s	92.8%	97.9 MB	424.7 MB	19.3 MB	2.1 KB
34	fe/8c697b	16487	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:26:40.618	1.4s	1.3s	92.2%	97.8 MB	424.7 MB	19.3 MB	2 KB
30	0b/0f5992	15175	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:26:38.431	4s	1.1s	85.8%	7.1 MB	125.7 MB	14 MB	88.4 KB
37	a8/b81de9	17167	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:26:42.459	1.3s	1.2s	92.7%	100.3 MB	425.9 MB	19.4 MB	88.7 KB
38	70/19b064	17405	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:26:43.812	1.4s	1.2s	92.5%	100.6 MB	425.6 MB	19.4 MB	61.7 KB
26	3e/ef8529	10072	tax_assignment_workflow:blast_workflow:blast (mock12:ncbi)	COMPLETED	0	2021-11-22 20:26:20.663	24.5s	21.7s	79.4%	477.3 MB	866 MB	253.9 MB	161.7 MB
39	19/196f7c	17758	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:26:45.203	1.4s	1.2s	90.6%	98.4 MB	423.7 MB	19.5 MB	57.2 KB
41	75/56bd68	17753	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:26:45.193	1.5s	1.4s	90.4%	96.4 MB	423.2 MB	19.5 MB	61.9 KB
40	e6/cdbc53	17754	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:26:45.198	1.5s	1.4s	90.4%	97.4 MB	423.5 MB	19.5 MB	59.5 KB
43	8f/1bc2fd	18698	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:26:46.608	1.5s	1.3s	92.3%	96.6 MB	423.1 MB	19.3 MB	1.9 KB
45	62/8861e2	18830	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:26:46.754	1.3s	1.2s	92.4%	97.8 MB	424.7 MB	19.3 MB	1.9 KB
44	4d/4413ff	18829	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:26:46.750	1.4s	1.3s	93.1%	97.4 MB	423.5 MB	19.3 MB	2.1 KB
42	27/130297	17800	tax_assignment_workflow:blast_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:26:45.216	3.6s	916ms	93.2%	6.9 MB	125.5 MB	14 MB	88.3 KB
46	bc/7f8f6c	19655	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:26:48.854	7.5s	7.1s	17.3%	93.6 MB	421.4 MB	19.4 MB	88.4 KB
47	9a/98549e	20585	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:26:56.556	9.5s	9s	14.1%	74.8 MB	356.5 MB	19.4 MB	61.7 KB
49	ec/27c554	21772	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:27:06.038	1.4s	1.3s	91.0%	98.4 MB	423.7 MB	19.5 MB	59.6 KB
50	6e/531845	21771	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:27:06.034	1.5s	1.3s	90.9%	98.2 MB	423.5 MB	19.5 MB	61.9 KB
48	c9/785076	21777	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:27:06.042	1.5s	1.4s	90.6%	98.1 MB	423.5 MB	19.5 MB	57.2 KB
24	66/6d5d58	6093	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock12:gg_13_8_99)	COMPLETED	0	2021-11-22 20:26:13.328	54.4s	51.5s	91.9%	4.3 GB	11.1 GB	1.7 GB	2 GB
52	00/8786d5	22205	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:27:07.536	1.3s	1.2s	92.2%	97.8 MB	424.7 MB	19.3 MB	2.1 KB
53	c4/5cbffc	22301	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:27:07.568	1.3s	1.1s	92.3%	97.8 MB	424.7 MB	19.3 MB	1.9 KB
51	35/8e20ac	22152	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:27:07.472	1.4s	1.3s	92.8%	97.3 MB	423.5 MB	19.3 MB	2 KB
54	b8/c1d944	22431	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:27:07.712	3.6s	886ms	91.6%	7.1 MB	125.7 MB	14 MB	88.3 KB
55	f7/220684	23710	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:27:11.365	1.4s	1.3s	92.4%	98.1 MB	424.9 MB	19.4 MB	88.5 KB
56	91/a45fc3	23877	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:27:12.793	1.4s	1.2s	92.6%	100.5 MB	425.6 MB	19.4 MB	61.7 KB
57	b8/524f9e	24072	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:27:14.192	1.4s	1.3s	90.3%	98.3 MB	423.5 MB	19.5 MB	57.2 KB
59	15/e629e6	24073	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:27:14.197	1.5s	1.3s	89.8%	98.1 MB	423.5 MB	19.5 MB	61.9 KB
58	e5/e93ef5	24076	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:27:14.201	1.5s	1.3s	91.4%	98.3 MB	423.5 MB	19.5 MB	59.5 KB
60	15/9f1f4e	24561	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:27:15.637	1.3s	1.2s	93.3%	97.8 MB	424.7 MB	19.3 MB	1.9 KB
61	8d/e1ed31	24578	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:27:15.658	1.3s	1.2s	92.5%	97.9 MB	424.7 MB	19.3 MB	2.1 KB
62	e4/fb0693	24632	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:27:15.694	1.4s	1.2s	92.7%	97.8 MB	424.7 MB	19.3 MB	1.9 KB
11	a1/2ec373	20624	denoise_cluster_workflow:closed_reference_workflow:closed_reference (mock12-run1:gg_97)	COMPLETED	0	2021-11-22 20:24:34.905	4m 21s	4m 18s	99.1%	692.7 MB	1.1 GB	2.1 GB	892.9 MB
63	f4/45c955	32300	denoise_cluster_workflow:closed_reference_workflow:hash_otutables (mock12)	COMPLETED	0	2021-11-22 20:28:55.783	3.8s	922ms	90.3%	7.8 MB	128.7 MB	15.5 MB	148 KB
65	2a/c326cf	33302	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (mock12)	COMPLETED	0	2021-11-22 20:28:59.565	3.8s	1.2s	71.2%	86.3 MB	557.7 MB	15.9 MB	87.8 KB
64	ec/473e15	33297	denoise_cluster_workflow:uchime_workflow:import_files (mock12)	COMPLETED	0	2021-11-22 20:28:59.550	10.8s	8.1s	93.2%	184.8 MB	521.8 MB	79.2 MB	555.5 KB
66	0b/7e49e0	35217	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (mock12)	COMPLETED	0	2021-11-22 20:29:03.391	13.9s	11.5s	97.3%	613.3 MB	861.6 MB	50.8 MB	300 KB
68	ba/af0504	1880	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (mock12)	COMPLETED	0	2021-11-22 20:29:17.286	3.3s	903ms	92.3%	8.8 MB	129.2 MB	16.1 MB	144.5 KB
67	d4/bfa5b2	315	denoise_cluster_workflow:uchime_workflow:uchime (mock12)	COMPLETED	0	2021-11-22 20:29:10.409	16.2s	13.6s	93.9%	192.7 MB	526.2 MB	122.5 MB	2.3 MB
70	2f/4a365b	3105	tax_assignment_workflow:blast_workflow:import_reads (mock12)	COMPLETED	0	2021-11-22 20:29:20.620	7.1s	4.3s	93.4%	184 MB	520.4 MB	39.8 MB	297 KB
72	a7/4bdac8	6568	denoise_cluster_workflow:uchime_workflow:export_files (mock12)	COMPLETED	0	2021-11-22 20:29:26.646	12s	9.3s	83.6%	185.1 MB	522.1 MB	78.6 MB	913.5 KB
74	13/d67ef3	10701	tax_assignment_workflow:blast_workflow:import_reads (mock12)	COMPLETED	0	2021-11-22 20:29:38.673	7.5s	4.6s	93.7%	185.4 MB	523 MB	39.8 MB	300.1 KB
73	71/d8df72	7172	tax_assignment_workflow:blast_workflow:blast (mock12:ncbi)	COMPLETED	0	2021-11-22 20:29:27.686	24.5s	21.7s	91.4%	482.9 MB	872.8 MB	254.5 MB	162.1 MB
78	d4/df695d	16952	tax_assignment_workflow:blast_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:29:52.151	5s	1.9s	50.1%	70.4 MB	268.7 MB	14.1 MB	145.6 KB
79	e4/7a1179	18730	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:29:57.330	7.6s	7.2s	17.8%	50.1 MB	296.5 MB	19.6 MB	145.8 KB
80	19/9b5831	20291	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:30:04.923	1.5s	1.3s	92.3%	98.5 MB	424.5 MB	19.6 MB	61.8 KB
9	e3/3a4d35	20483	denoise_cluster_workflow:open_reference_workflow:open_reference (mock12-run1:gg_97)	COMPLETED	0	2021-11-22 20:24:33.859	5m 33s	5m 29s	97.3%	693.3 MB	1.1 GB	2.6 GB	1 GB
81	f7/f4e7bd	20553	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:30:06.403	1.5s	1.4s	87.6%	98.2 MB	423.5 MB	19.7 MB	57.3 KB
82	0f/c0f8d0	20567	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:30:06.413	1.5s	1.4s	88.0%	98.1 MB	423.5 MB	19.7 MB	59.7 KB
83	b6/ef122b	20557	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:30:06.408	1.6s	1.4s	88.7%	98.2 MB	423.5 MB	19.7 MB	62 KB
69	e9/4aa89b	3114	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock12:gg_13_8_99)	COMPLETED	0	2021-11-22 20:29:20.630	48.5s	45.8s	127.0%	4.3 GB	11.2 GB	1.7 GB	2 GB
87	51/e2296f	21905	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:30:08.039	1.4s	1.2s	91.9%	97.6 MB	424.7 MB	19.3 MB	2.1 KB
85	2e/370fb4	21744	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:30:07.924	1.5s	1.4s	92.4%	97.2 MB	423.3 MB	19.3 MB	1.9 KB
86	bd/718156	21754	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:30:07.936	1.5s	1.4s	92.6%	95.7 MB	422.7 MB	19.3 MB	2 KB
84	e2/23e0ed	20807	denoise_cluster_workflow:open_reference_workflow:hash_otutables (mock12)	COMPLETED	0	2021-11-22 20:30:06.551	3.9s	976ms	92.5%	7.5 MB	128.3 MB	15.6 MB	163.9 KB
77	86/e70bb2	14702	tax_assignment_workflow:blast_workflow:blast (mock12:ncbi)	COMPLETED	0	2021-11-22 20:29:46.203	26.4s	23.7s	86.9%	483 MB	873 MB	254.5 MB	162.2 MB
88	f6/3a4445	22245	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:30:09.136	3.7s	994ms	94.8%	7.1 MB	125.7 MB	14.1 MB	149.8 KB
90	e9/3fba3a	23179	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (mock12)	COMPLETED	0	2021-11-22 20:30:10.495	3.6s	1.2s	77.4%	89.8 MB	560.3 MB	15.9 MB	101.8 KB
92	9d/eb5907	25215	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:30:12.891	1.4s	1.2s	92.3%	98.9 MB	425.8 MB	19.6 MB	150 KB
94	21/6fee38	26288	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:30:14.295	11.1s	10.8s	12.9%	99.5 MB	424.8 MB	19.6 MB	61.8 KB
91	cf/c85237	24854	tax_assignment_workflow:blast_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:30:12.628	14.8s	9.2s	12.1%	75 MB	276.8 MB	14.1 MB	149.9 KB
97	25/f827cb	29449	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:30:25.631	5.9s	5.5s	23.2%	98.4 MB	423.7 MB	19.7 MB	62.1 KB
96	89/fc97b1	29457	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:30:25.689	5.8s	5.5s	23.3%	100.4 MB	425.2 MB	19.7 MB	59.6 KB
98	d2/6a5413	30069	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:30:27.537	4.1s	3.7s	34.6%	84.4 MB	412.7 MB	19.6 MB	150 KB
95	22/f5f9e7	29447	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:30:25.557	6.1s	5.7s	24.4%	98.3 MB	423.5 MB	19.7 MB	57.3 KB
100	32/ecbed6	31145	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:30:31.521	1.4s	1.2s	91.2%	97.7 MB	424.7 MB	19.3 MB	1.9 KB
99	50/7aad6a	31123	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:30:31.494	1.5s	1.2s	91.6%	97.6 MB	424.7 MB	19.3 MB	2.1 KB
102	8b/0e19e9	31541	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:30:31.725	1.4s	1.2s	91.9%	97.7 MB	424.4 MB	19.3 MB	1.9 KB
101	1b/f8f2c5	31344	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:30:31.603	1.6s	1.5s	93.1%	91.9 MB	419.5 MB	19.6 MB	61.8 KB
75	9b/c59632	10702	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock12:gg_13_8_99)	COMPLETED	0	2021-11-22 20:29:38.677	55s	51.9s	105.9%	4.3 GB	11.2 GB	1.7 GB	2 GB
105	7e/0e4734	31935	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:30:33.223	1.5s	1.4s	89.8%	98.2 MB	423.5 MB	19.7 MB	62 KB
103	3a/2f1a7e	31934	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:30:33.219	1.6s	1.5s	89.9%	93.2 MB	420.9 MB	19.7 MB	57.3 KB
104	9f/42fa06	31937	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:30:33.227	1.6s	1.5s	90.1%	93.9 MB	421.7 MB	19.7 MB	59.7 KB
89	96/ab641d	23180	denoise_cluster_workflow:uchime_workflow:import_files (mock12)	COMPLETED	0	2021-11-22 20:30:10.498	25.6s	22.9s	40.5%	184.6 MB	521.8 MB	79.3 MB	575.5 KB
107	01/35d284	32772	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:30:34.765	1.4s	1.2s	93.1%	97.6 MB	424.7 MB	19.3 MB	2.1 KB
108	03/982eeb	32972	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:30:34.860	1.5s	1.3s	92.7%	93.3 MB	421 MB	19.3 MB	1.9 KB
109	fb/5440a3	33059	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:30:34.887	1.5s	1.4s	94.0%	92.9 MB	420.9 MB	19.3 MB	2 KB
106	d9/c8ea4c	32172	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:30:33.661	4s	1.1s	93.4%	82.7 MB	283.2 MB	14.1 MB	150.1 KB
111	84/2f8c40	34559	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:30:37.665	1.5s	1.4s	92.0%	98.4 MB	425.6 MB	19.6 MB	150.2 KB
112	09/91fd95	35071	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:30:39.216	1.6s	1.5s	92.7%	91 MB	418.6 MB	19.6 MB	61.8 KB
93	f5/5b8718	26202	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (mock12)	COMPLETED	0	2021-11-22 20:30:14.151	27.3s	18.4s	64.6%	612.5 MB	855.2 MB	50.8 MB	360.5 KB
115	2b/a9e07d	35552	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:30:40.869	1.6s	1.5s	89.8%	96.3 MB	422.8 MB	19.7 MB	62.1 KB
114	2c/25c237	35556	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:30:40.878	1.7s	1.5s	89.0%	93.2 MB	421 MB	19.7 MB	59.6 KB
113	3b/fadcd9	35553	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:30:40.874	1.7s	1.5s	89.3%	93.4 MB	421 MB	19.7 MB	57.3 KB
118	54/2e1812	36847	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:30:42.568	4.6s	4.3s	29.2%	97.9 MB	424.7 MB	19.3 MB	1.9 KB
117	f2/844ece	36791	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:30:42.510	4.7s	4.4s	31.6%	97.9 MB	424.7 MB	19.3 MB	2.1 KB
119	05/5f15c4	36855	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:30:42.579	4.7s	4.4s	27.8%	97.4 MB	423.3 MB	19.3 MB	1.9 KB
116	41/ce6cb8	35848	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (mock12)	COMPLETED	0	2021-11-22 20:30:41.485	10.3s	5.9s	17.3%	62.1 MB	461.2 MB	16.2 MB	160.4 KB
122	c9/b862ba	2740	tax_assignment_workflow:blast_workflow:import_reads (mock12)	COMPLETED	0	2021-11-22 20:30:51.786	7.8s	4.8s	94.6%	185.3 MB	523 MB	39.9 MB	315.5 KB
110	37/ab2ce3	33567	denoise_cluster_workflow:uchime_workflow:uchime (mock12)	COMPLETED	0	2021-11-22 20:30:36.152	25.6s	22.7s	65.7%	190.7 MB	524.7 MB	122.8 MB	2.5 MB
124	ba/f7e066	8233	denoise_cluster_workflow:uchime_workflow:export_files (mock12)	COMPLETED	0	2021-11-22 20:31:01.738	13.1s	9.8s	90.4%	185.2 MB	522.1 MB	78.6 MB	969.2 KB
126	7e/b1c35f	12678	tax_assignment_workflow:blast_workflow:import_reads (mock12)	COMPLETED	0	2021-11-22 20:31:14.844	7.8s	4.7s	94.0%	185.4 MB	523 MB	39.9 MB	316.6 KB
123	69/6016a0	6981	tax_assignment_workflow:blast_workflow:blast (mock12:ncbi)	COMPLETED	0	2021-11-22 20:30:59.627	26.2s	23.2s	94.8%	481 MB	874.1 MB	254.6 MB	162.3 MB
129	5c/062279	18838	tax_assignment_workflow:blast_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:31:25.847	10.4s	6.8s	16.3%	76.1 MB	278.1 MB	14.1 MB	158.8 KB
19	49/fbdd18	34864	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock12:silva_138_99)	COMPLETED	0	2021-11-22 20:25:54.176	5m 44s	5m 41s	139.5%	50.5 GB	74.2 GB	18.9 GB	27.2 GB
130	8e/593128	22414	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:31:36.356	3s	2.7s	47.5%	80.2 MB	405 MB	19.6 MB	158.7 KB
132	62/3109b8	23485	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:31:39.408	1.5s	1.3s	93.1%	98.7 MB	424.6 MB	19.6 MB	61.8 KB
131	42/c8a5dc	22881	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (mock12)	COMPLETED	0	2021-11-22 20:31:38.303	3.7s	922ms	93.4%	7.1 MB	125.7 MB	14 MB	92.6 KB
133	89/6801e3	24051	otu_processing_workflow:group (mock12:Family)	COMPLETED	0	2021-11-22 20:31:40.877	1.6s	1.4s	88.2%	98.1 MB	423.5 MB	19.7 MB	57.3 KB
135	fc/fac0fe	24069	otu_processing_workflow:group (mock12:Species)	COMPLETED	0	2021-11-22 20:31:40.886	1.6s	1.4s	89.5%	97.3 MB	423.5 MB	19.7 MB	62.1 KB
134	fc/5597d7	24058	otu_processing_workflow:group (mock12:Genus)	COMPLETED	0	2021-11-22 20:31:40.881	1.7s	1.4s	87.8%	98.1 MB	423.5 MB	19.7 MB	59.7 KB
136	0d/8484bf	24645	otu_processing_workflow:fork (mock12)	COMPLETED	0	2021-11-22 20:31:42.061	1.5s	1.3s	92.8%	97.6 MB	423.9 MB	19.4 MB	92.8 KB
120	d5/032067	2744	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (mock12:gg_13_8_99)	COMPLETED	0	2021-11-22 20:30:51.795	51.9s	48.9s	135.5%	4.3 GB	11.2 GB	1.7 GB	2 GB
137	0e/c57d07	24758	otu_processing_workflow:biom2tsv (mock12-Family)	COMPLETED	0	2021-11-22 20:31:42.438	1.4s	1.2s	93.2%	97.6 MB	424.4 MB	19.3 MB	1.9 KB
138	4b/530282	24766	otu_processing_workflow:biom2tsv (mock12-Species)	COMPLETED	0	2021-11-22 20:31:42.449	1.4s	1.3s	92.4%	96.7 MB	423.2 MB	19.3 MB	2.1 KB
139	4c/919443	24896	otu_processing_workflow:biom2tsv (mock12-Genus)	COMPLETED	0	2021-11-22 20:31:42.549	1.4s	1.3s	92.6%	97.3 MB	423.5 MB	19.3 MB	2 KB
140	62/6ceb3b	25320	otu_processing_workflow:normalize (mock12)	COMPLETED	0	2021-11-22 20:31:43.523	1.4s	1.3s	92.5%	98.2 MB	424.1 MB	19.4 MB	61.7 KB
